id,name,complexity,bonus,task,solution,cost,rating,page_id,solution_cost,priority,company_id,is_visible,is_private,recommendation
139,SQL. ДЗ 4. Количество чеков по сотрудникам,1,0,"<h2>Дано</h2><p>Дана таблица <code>transactions</code>:</p><inject-highlight>+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
|  id  |  id_transaction  |  card_id  |  maincard_id  |  date  |  sum  |  type  |  employee  |  doc_id  |  cash_id  |  shop_id  |  doc_type  |  disc_id  |  disc_source  |
+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
</inject-highlight><p>Описание полей: </p><ul><li><code>id</code> - идентификатор записи</li><li><code>id_transaction</code> - идентификатор транзакции</li><li><code>card_id</code> - номер карты</li><li><code>maincard_id</code> - номер мастер-карты</li><li><code>date</code> - дата и время траназакции</li><li><code>sum</code> - сумма транзакции</li><li><code>type</code> - тип транзакции</li><li><code>employee</code> - сотрудник</li><li><code>doc_id</code> - идентификатор чека</li><li><code>cash_id</code> - номер кассы</li><li><code>shop_id</code> - номер магазина</li><li><code>doc_type</code> - тип документа</li><li><code>disc_id</code> - идентификатор скидки</li><li><code>disc_source</code> - источник скидки</li></ul><h2>Задание</h2><p>Найти сотрудников с количеством чеков меньше 8 на основании таблицы <code>transactions</code>. </p><p>Ответ должен содержать 2 поля – <code>employee</code> и <code>amount</code> - рассчитанное количество чеков. </p>","<inject-highlight>SELECT employee, COUNT(DISTINCT doc_id) AS amount
FROM transactions
GROUP BY employee
HAVING COUNT(DISTINCT doc_id) < 8 
</inject-highlight>
",0,95.0,196,0,2000.0,,True,True,
140,SQL. ДЗ 4. Сотрудники с максимальными накоплениями,1,0,"<h2>Дано</h2><p>Дана таблица <code>transactions</code>:</p><inject-highlight>+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
|  id  |  id_transaction  |  card_id  |  maincard_id  |  date  |  sum  |  type  |  employee  |  doc_id  |  cash_id  |  shop_id  |  doc_type  |  disc_id  |  disc_source  |
+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
</inject-highlight><p>Описание полей: </p><ul><li><code>id</code> - идентификатор записи</li><li><code>id_transaction</code> - идентификатор транзакции</li><li><code>card_id</code> - номер карты</li><li><code>maincard_id</code> - номер мастер-карты</li><li><code>date</code> - дата и время траназакции</li><li><code>sum</code> - сумма транзакции</li><li><code>type</code> - тип транзакции</li><li><code>employee</code> - сотрудник</li><li><code>doc_id</code> - идентификатор чека</li><li><code>cash_id</code> - номер кассы</li><li><code>shop_id</code> - номер магазина</li><li><code>doc_type</code> - тип документа</li><li><code>disc_id</code> - идентификатор скидки</li><li><code>disc_source</code> - источник скидки</li></ul><p>Дана таблица <code>types</code>:</p><inject-highlight>+------+--------+
|  id  |  name  |
+------+--------+
</inject-highlight><p>Описание полей: </p><ul><li><code>id</code> - идентификатор типа</li><li><code>name</code> - название</li></ul><h2>Задание</h2><p>Найти сотрудника с максимальными накоплениями на основании таблицы <code>transactons</code>. </p><p>Ответ должен содержать 2 поля – <code>employee</code> и рассчитанную сумму накоплений - поле <code>summ</code>. </p>
","<inject-highlight>SELECT employee, SUM(sum) as summ
FROM transactions 
WHERE type = 0 
GROUP BY employee 
ORDER BY summ DESC 
LIMIT 1
</inject-highlight>
",0,90.0,197,0,2000.0,,True,True,
141,SQL. ДЗ 4. Начисления с разбивкой по сотрудникам и по типу скидки,1,0,"<h2>Дано</h2><p>Дана таблица <code>transactions</code>:</p><inject-highlight>+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
|  id  |  id_transaction  |  card_id  |  maincard_id  |  date  |  sum  |  type  |  employee  |  doc_id  |  cash_id  |  shop_id  |  doc_type  |  disc_id  |  disc_source  |
+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
</inject-highlight><p>Описание полей: </p><ul><li><code>id</code> - идентификатор записи</li><li><code>id_transaction</code> - идентификатор транзакции</li><li><code>card_id</code> - номер карты</li><li><code>maincard_id</code> - номер мастер-карты</li><li><code>date</code> - дата и время траназакции</li><li><code>sum</code> - сумма транзакции</li><li><code>type</code> - тип транзакции</li><li><code>employee</code> - сотрудник</li><li><code>doc_id</code> - идентификатор чека</li><li><code>cash_id</code> - номер кассы</li><li><code>shop_id</code> - номер магазина</li><li><code>doc_type</code> - тип документа</li><li><code>disc_id</code> - идентификатор скидки</li><li><code>disc_source</code> - источник скидки</li></ul><p>Дана таблица <code>discounts</code>:</p><inject-highlight>+------+---------+
|  id  |  value  |
+------+---------+
</inject-highlight><p>Описание полей: </p><ul><li><code>id</code> - идентификатор скидки</li><li><code>value</code> - размер скидки</li></ul><h2>Задание</h2><p>Вывести начисления с разбивкой по сотрудникам и по типу скидки на основании таблицы <code>transactions</code>, а также добавить соответствующее значение скидки из таблицы <code>discounts</code>.</p><p>Ответ должен содержать 3 поля – <code>employee</code>, <code>value</code> и рассчитанные начисления в столбце <code>accruals</code>. Результат должен быть упорядочен по сотрудникам в порядке возрастания и по начислениям в порядке убывания.  </p>","<inject-highlight>SELECT t.employee, d.value, sum(t.sum) AS accruals
FROM transactions t 
JOIN discounts d 
ON t.disc_id=d.id 
WHERE t.type = 0 
GROUP BY t.employee, d.value 
ORDER BY employee, accruals DESC
</inject-highlight>
",0,96.0,198,0,2000.0,,True,True,
142,SQL. ДЗ 4. Чеки за период дат,1,0,"<h2>Дано</h2><p>Дана таблица <code>transactions</code>:</p><inject-highlight>+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
|  id  |  id_transaction  |  card_id  |  maincard_id  |  date  |  sum  |  type  |  employee  |  doc_id  |  cash_id  |  shop_id  |  doc_type  |  disc_id  |  disc_source  |
+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
</inject-highlight><p>Описание полей: </p><ul><li><code>id</code> - идентификатор записи</li><li><code>id_transaction</code> - идентификатор транзакции</li><li><code>card_id</code> - номер карты</li><li><code>maincard_id</code> - номер мастер-карты</li><li><code>date</code> - дата и время траназакции</li><li><code>sum</code> - сумма транзакции</li><li><code>type</code> - тип транзакции</li><li><code>employee</code> - сотрудник</li><li><code>doc_id</code> - идентификатор чека</li><li><code>cash_id</code> - номер кассы</li><li><code>shop_id</code> - номер магазина</li><li><code>doc_type</code> - тип документа</li><li><code>disc_id</code> - идентификатор скидки</li><li><code>disc_source</code> - источник скидки</li></ul><h2>Задание</h2><p>Найти количество чеков в период дат <code>2019-10-25</code> - <code>2019-11-02</code> с группировкой по датам. </p><p>Ответ должен содержать 2 поля – <code>date</code> и <code>amount</code> - рассчитанное количество чеков. </p>","<p>Первый вариант, классический:</p><inject-highlight>SELECT DATE(date), COUNT(DISTINCT doc_id) AS amount
FROM transactions 
WHERE DATE(DATE) BETWEEN '2019-10-25' AND '2019-11-02'
GROUP BY(DATE(DATE))
</inject-highlight><p>Более наглядно, с помощью Common Table Expressions (CTE):</p><inject-highlight>WITH temp AS (
    SELECT DATE(date) as date, doc_id
    FROM transactions
)
SELECT date, COUNT(DISTINCT doc_id) AS amount
FROM temp
WHERE date BETWEEN '2019-10-25' AND '2019-11-02'
GROUP BY date
</inject-highlight>",0,94.0,199,0,2000.0,,True,True,
143,SQL. ДЗ 4. Поиск дублей группировкой,2,0,"<h2>Дано</h2><p>Дана таблица <code>transactions</code>:</p><inject-highlight>+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
|  id  |  id_transaction  |  card_id  |  maincard_id  |  date  |  sum  |  type  |  employee  |  doc_id  |  cash_id  |  shop_id  |  doc_type  |  disc_id  |  disc_source  |
+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
</inject-highlight><p>Описание полей: </p><ul><li><code>id</code> - идентификатор записи</li><li><code>id_transaction</code> - идентификатор транзакции</li><li><code>card_id</code> - номер карты</li><li><code>maincard_id</code> - номер мастер-карты</li><li><code>date</code> - дата и время траназакции</li><li><code>sum</code> - сумма транзакции</li><li><code>type</code> - тип транзакции</li><li><code>employee</code> - сотрудник</li><li><code>doc_id</code> - идентификатор чека</li><li><code>cash_id</code> - номер кассы</li><li><code>shop_id</code> - номер магазина</li><li><code>doc_type</code> - тип документа</li><li><code>disc_id</code> - идентификатор скидки</li><li><code>disc_source</code> - источник скидки</li></ul><h2>Задание</h2><p>В таблице <code>transactions</code> в какой-то момент появилась дублирующаяся строка. Выведите эту строку с помощью оператора <code>GROUP BY</code>. </p><p>Ответ должен содержать все поля, кроме поля <code>id</code>. </p><p><strong>Примечание:</strong> Будем называть строки одинаковыми, если значения всех полей, кроме <code>id</code>, совпадает. <code>ID</code> - автоинкрементный ключ, который по умолчанию при добавлении новой строки сам всегда увеличивается на 1. </p>","<inject-highlight>SELECT id_transaction, card_id, maincard_id, date, sum, type, employee, doc_id, cash_id, shop_id, doc_type, disc_id, disc_source
FROM transactions
GROUP BY id_transaction, card_id, maincard_id, date, sum, type, employee, doc_id, cash_id, shop_id, doc_type, disc_id, disc_source
HAVING COUNT(*) > 1
</inject-highlight>",0,98.0,200,0,2000.0,,True,True,
144,NEW! SQL. ДЗ 4. Фильтрация агрегированных значений,2,0,"<h2>Дано</h2><p>Дана таблица <code>transactions</code>:</p><inject-highlight>+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
|  id  |  id_transaction  |  card_id  |  maincard_id  |  date  |  sum  |  type  |  employee  |  doc_id  |  cash_id  |  shop_id  |  doc_type  |  disc_id  |  disc_source  |
+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
</inject-highlight><p>Описание полей: </p><ul><li><code>id</code> - идентификатор записи</li><li><code>id_transaction</code> - идентификатор транзакции</li><li><code>card_id</code> - номер карты</li><li><code>maincard_id</code> - номер мастер-карты</li><li><code>date</code> - дата и время траназакции</li><li><code>sum</code> - сумма транзакции</li><li><code>type</code> - тип транзакции</li><li><code>employee</code> - сотрудник</li><li><code>doc_id</code> - идентификатор чека</li><li><code>cash_id</code> - номер кассы</li><li><code>shop_id</code> - номер магазина</li><li><code>doc_type</code> - тип документа</li><li><code>disc_id</code> - идентификатор скидки</li><li><code>disc_source</code> - источник скидки</li></ul><p>Дана таблица <code>discounts</code>:</p><inject-highlight>+------+---------+
|  id  |  value  |
+------+---------+
</inject-highlight><p>Описание полей: </p><ul><li><code>id</code> - идентификатор скидки</li><li><code>value</code> - размер скидки</li></ul><h2>Задание</h2><p>Посчитайте макисмальный % накопления, который был у каждого клиента из таблицы <code>transactions</code>. Посчитайте общую сумму накоплений по каждому клиенту. Посчитайте количество купленных позиций каждым клиентом. Выведите в результате только тех клиентов, у которых максимальный % накопления равен 7 или тех, у кого сумма накоплений больше 20 и куплено менее 5 позиций.</p><p>Ответ должен содержать поля: </p><ul><li><code>card_id</code> - идентификатор карты (то есть клиента)</li><li><code>max_perc</code> - максимальный процент накопления</li><li><code>summ</code> - общая сумма накоплений</li><li><code>amount</code> - количество купленных позиций </li></ul>","<inject-highlight>SELECT card_id, MAX(d.value) AS max_perc, SUM(t.sum) AS summ, COUNT(*) as amount
FROM transactions t
JOIN discounts d
ON t.disc_id=d.id
WHERE type = 0
GROUP BY t.card_id
HAVING MAX(d.value) = 7 OR SUM(t.sum) > 20 AND COUNT(*) < 5
</inject-highlight>",0,90.0,201,0,2000.0,,True,True,
145,NEW! SQL. ДЗ 4. Второй и третий сотрудник,2,0,"<h2>Дано</h2><p>Дана таблица <code>transactions</code>:</p><inject-highlight>+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
|  id  |  id_transaction  |  card_id  |  maincard_id  |  date  |  sum  |  type  |  employee  |  doc_id  |  cash_id  |  shop_id  |  doc_type  |  disc_id  |  disc_source  |
+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
</inject-highlight><p>Описание полей: </p><ul><li><code>id</code> - идентификатор записи</li><li><code>id_transaction</code> - идентификатор транзакции</li><li><code>card_id</code> - номер карты</li><li><code>maincard_id</code> - номер мастер-карты</li><li><code>date</code> - дата и время траназакции</li><li><code>sum</code> - сумма транзакции</li><li><code>type</code> - тип транзакции</li><li><code>employee</code> - сотрудник</li><li><code>doc_id</code> - идентификатор чека</li><li><code>cash_id</code> - номер кассы</li><li><code>shop_id</code> - номер магазина</li><li><code>doc_type</code> - тип документа</li><li><code>disc_id</code> - идентификатор скидки</li><li><code>disc_source</code> - источник скидки</li></ul><h2>Задание</h2><p>Вывести сотрудников, которые по величине накоплений находятся на втором и третьем месте на основании таблицы <code>transactions</code>. </p><p>Ответ должен содержать столбцы <code>employee</code> и <code>summ</code> - столбец с накоплениями.</p>","<inject-highlight>SELECT employee, SUM(sum) AS summ
FROM transactions
WHERE type = 0
GROUP BY employee
ORDER BY summ DESC
LIMIT 2
OFFSET 1
</inject-highlight>",0,90.0,202,0,2000.0,,True,True,
168,[Тестовое Альфа-банк] Покупки товара после 10 октября 2021,1,10,"<blockquote>Эта задача взята из тестового задания на позицию Аналитика в Альфа-банк</blockquote><h2>Дано</h2><p>Дана таблица клиентов <code>customer</code>:</p><inject-highlight>+---------------+-------------+-------------+-----------+--------------+---------------+--------+-------------+------------+-------------+
|  ID_CUSTOMER  |  ADDRESS_1  |  ADDRESS_2  |  COMPANY  |  FIRST_NAME  |  COUNTY_CODE  |  TOWN  |  LAST_NAME  |  POSTCODE  |  TELEPHONE  |
+---------------+-------------+-------------+-----------+--------------+---------------+--------+-------------+------------+-------------+
</inject-highlight><p>Дана таблица товаров <code>skus</code>:</p><inject-highlight>+------+---------+------------+
|  id  |  price  |  category  |
+------+---------+------------+
</inject-highlight><p>Дана таблица продаж <code>purchases</code>:</p><inject-highlight>+------+--------------+-----------+----------+
|  id  |  created_at  |  user_id  |  sku_id  |
+------+--------------+-----------+----------+
</inject-highlight><h2>Задание</h2><p>Необходимо вывести количество людей, которые покупали товар с <code>id = 5</code> после 10 октября 2021 (включительно).</p><h2>Дополнительная информация</h2><p>Итоговая таблица должна иметь вид: </p><inject-highlight>+---------+
|  count  |
+---------+
|    n    |
+---------+
</inject-highlight><p><strong>Важно:</strong> Названия столбцов должны в точности совпадать.</p>","<inject-highlight>SELECT COUNT(DISTINCT user_id)
FROM purchases 
WHERE sku_id = 5 
AND created_at >= '2021-10-10'
</inject-highlight>",20,99.0,230,0,1012.0,,True,False,
146,SQL. ДЗ 5. Нарастающий итог,2,0,"<h2>Дано</h2><p>Дана таблица <code>transactions</code>:</p><inject-highlight>+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
|  id  |  id_transaction  |  card_id  |  maincard_id  |  date  |  sum  |  type  |  employee  |  doc_id  |  cash_id  |  shop_id  |  doc_type  |  disc_id  |  disc_source  |
+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
</inject-highlight><p>Описание полей: </p><ul><li><code>id</code> - идентификатор записи</li><li><code>id_transaction</code> - идентификатор транзакции</li><li><code>card_id</code> - номер карты</li><li><code>maincard_id</code> - номер мастер-карты</li><li><code>date</code> - дата и время траназакции</li><li><code>sum</code> - сумма транзакции</li><li><code>type</code> - тип транзакции</li><li><code>employee</code> - сотрудник</li><li><code>doc_id</code> - идентификатор чека</li><li><code>cash_id</code> - номер кассы</li><li><code>shop_id</code> - номер магазина</li><li><code>doc_type</code> - тип документа</li><li><code>disc_id</code> - идентификатор скидки</li><li><code>disc_source</code> - источник скидки</li></ul><h2>Задание</h2><p>Вывести <code>id</code> транзакции, сумму текущего списания/начисления для данной транзакции, а также общий баланс списаний/начислений нарастающим итогом. </p><p>Ответ должен содержать 3 поля – <code>id_transaction</code>, <code>summ</code> (уже с учетом знака минус, если это списание) и <code>cumsum</code> - рассчитанный нарастающий итог. </p>
","<inject-highlight>SELECT t2.id_transaction, 
       t2.sum AS summ,
       SUM(t2.sum) OVER (ORDER BY t2.id_transaction) AS cumsum 
FROM(
    SELECT id_transaction, 
        CASE
            WHEN TYPE = 1 THEN -sum
            ELSE sum
        END 
    FROM transactions
    ) t2
</inject-highlight>",0,92.0,203,0,2000.0,,True,True,
147,SQL. ДЗ 5. Нумерация строк чека,2,0,"<h2>Дано</h2><p>Дана таблица <code>transactions</code>:</p><inject-highlight>+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
|  id  |  id_transaction  |  card_id  |  maincard_id  |  date  |  sum  |  type  |  employee  |  doc_id  |  cash_id  |  shop_id  |  doc_type  |  disc_id  |  disc_source  |
+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
</inject-highlight><p>Описание полей: </p><ul><li><code>id</code> - идентификатор записи</li><li><code>id_transaction</code> - идентификатор транзакции</li><li><code>card_id</code> - номер карты</li><li><code>maincard_id</code> - номер мастер-карты</li><li><code>date</code> - дата и время траназакции</li><li><code>sum</code> - сумма транзакции</li><li><code>type</code> - тип транзакции</li><li><code>employee</code> - сотрудник</li><li><code>doc_id</code> - идентификатор чека</li><li><code>cash_id</code> - номер кассы</li><li><code>shop_id</code> - номер магазина</li><li><code>doc_type</code> - тип документа</li><li><code>disc_id</code> - идентификатор скидки</li><li><code>disc_source</code> - источник скидки</li></ul><h2>Задание</h2><p>Вывести номер чека, дату покупки и порядковый номер строки для конкретного чека. </p><p>Ответ должен содержать 3 поля – <code>doc_id</code>, <code>date</code>, <code>num</code> - рассчитанную нумерацию строк. </p>","<inject-highlight>SELECT doc_id, 
       DATE(date) AS date, 
       ROW_NUMBER() OVER(PARTITION BY doc_id) AS num
FROM transactions 
ORDER BY 1
</inject-highlight>",0,91.0,204,0,2000.0,,True,True,
148,NEW! SQL. ДЗ 5. Ранжирование с разрывами,2,0,"<h2>Дано</h2><p>Дана таблица <code>transactions</code>:</p><inject-highlight>+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
|  id  |  id_transaction  |  card_id  |  maincard_id  |  date  |  sum  |  type  |  employee  |  doc_id  |  cash_id  |  shop_id  |  doc_type  |  disc_id  |  disc_source  |
+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
</inject-highlight><p>Описание полей: </p><ul><li><code>id</code> - идентификатор записи</li><li><code>id_transaction</code> - идентификатор транзакции</li><li><code>card_id</code> - номер карты</li><li><code>maincard_id</code> - номер мастер-карты</li><li><code>date</code> - дата и время траназакции</li><li><code>sum</code> - сумма транзакции</li><li><code>type</code> - тип транзакции</li><li><code>employee</code> - сотрудник</li><li><code>doc_id</code> - идентификатор чека</li><li><code>cash_id</code> - номер кассы</li><li><code>shop_id</code> - номер магазина</li><li><code>doc_type</code> - тип документа</li><li><code>disc_id</code> - идентификатор скидки</li><li><code>disc_source</code> - источник скидки</li></ul><h2>Задание</h2><p>Проранжируйте абсолютные значения начислений и списаний из таблицы <code>transactions</code> в рамках каждого сотрудника. Расчет ранга должен идти по убыванию абсолютного значения. Если для одного сотрудника встречается несколько одинаковых значений, то им должен быть присвоен одинаковый ранг. При этом следующий ранг должен идти с разрывом, например:</p><inject-highlight>+---------+--------+
|  value  |  rank  |
+---------+--------+
|   10    |    1   |
|    5    |    2   |
|    5    |    2   |
|    1    |    4   |
+---------+--------+
</inject-highlight><p>Ответ должен содержать 4 поля: <code>employee</code>, <code>type</code>, <code>sum</code>, <code>rnk</code> - рассчитанный ранг.</p>
","<inject-highlight>SELECT employee, 
       type, 
       sum, 
       RANK() OVER(PARTITION BY employee ORDER BY sum DESC) AS rnk 
FROM transactions
</inject-highlight>",0,96.0,205,0,2000.0,,True,True,
149,NEW! SQL. ДЗ 5. Ранжирование без разрывов,2,0,"<h2>Дано</h2><p>Дана таблица <code>transactions</code>:</p><inject-highlight>+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
|  id  |  id_transaction  |  card_id  |  maincard_id  |  date  |  sum  |  type  |  employee  |  doc_id  |  cash_id  |  shop_id  |  doc_type  |  disc_id  |  disc_source  |
+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
</inject-highlight><p>Описание полей: </p><ul><li><code>id</code> - идентификатор записи</li><li><code>id_transaction</code> - идентификатор транзакции</li><li><code>card_id</code> - номер карты</li><li><code>maincard_id</code> - номер мастер-карты</li><li><code>date</code> - дата и время траназакции</li><li><code>sum</code> - сумма транзакции</li><li><code>type</code> - тип транзакции</li><li><code>employee</code> - сотрудник</li><li><code>doc_id</code> - идентификатор чека</li><li><code>cash_id</code> - номер кассы</li><li><code>shop_id</code> - номер магазина</li><li><code>doc_type</code> - тип документа</li><li><code>disc_id</code> - идентификатор скидки</li><li><code>disc_source</code> - источник скидки</li></ul><h2>Задание</h2><p>Проранжируйте абсолютные значения начислений и списаний из таблицы <code>transactions</code> в рамках каждого сотрудника. Расчет ранга должен идти по убыванию абсолютного значения. Если для одного сотрудника встречается несколько одинаковых значений, то им должен быть присвоен одинаковый ранг. При этом следующий ранг должен идти без разрыва, например:</p><inject-highlight>+---------+--------+
|  value  |  rank  |
+---------+--------+
|   10    |    1   |
|    5    |    2   |
|    5    |    2   |
|    1    |    3   |
+---------+--------+
</inject-highlight><p>Ответ должен содержать 4 поля: <code>employee</code>, <code>type</code>, <code>sum</code>, <code>rnk</code> - рассчитанный ранг.</p>
","<inject-highlight>SELECT employee, 
       type, 
       sum, 
       DENSE_RANK() OVER(PARTITION BY employee ORDER BY sum DESC) AS rnk 
FROM transactions
</inject-highlight>",0,89.0,206,0,2000.0,,True,True,
150,NEW! SQL. ДЗ 5. Следующее/предыдущее значение,2,0,"<h2>Дано</h2><p>Дана таблица <code>transactions</code>:</p><inject-highlight>+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
|  id  |  id_transaction  |  card_id  |  maincard_id  |  date  |  sum  |  type  |  employee  |  doc_id  |  cash_id  |  shop_id  |  doc_type  |  disc_id  |  disc_source  |
+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
</inject-highlight><p>Описание полей: </p><ul><li><code>id</code> - идентификатор записи</li><li><code>id_transaction</code> - идентификатор транзакции</li><li><code>card_id</code> - номер карты</li><li><code>maincard_id</code> - номер мастер-карты</li><li><code>date</code> - дата и время траназакции</li><li><code>sum</code> - сумма транзакции</li><li><code>type</code> - тип транзакции</li><li><code>employee</code> - сотрудник</li><li><code>doc_id</code> - идентификатор чека</li><li><code>cash_id</code> - номер кассы</li><li><code>shop_id</code> - номер магазина</li><li><code>doc_type</code> - тип документа</li><li><code>disc_id</code> - идентификатор скидки</li><li><code>disc_source</code> - источник скидки</li></ul><h2>Задание</h2><p>Для каждой строки вывести предыдущее и следующее значение <code>sum</code> в рамках текущего документа. Если предыдущего/следующего значения нет, вывести NULL. </p><p><strong>Примечание:</strong> «Предыдущий» и «следующий» обозначают: предыдущая и следующая строка в порядке возрастания столбца <code>id</code> в рамках одного документа.</p><p>Ответ должен содержать 5 полей - <code>id</code>, <code>doc_id</code>, <code>sum</code>, <code>ld</code> - следующее значение, <code>lg</code> - предыдущее значение.</p>
","<inject-highlight>SELECT id, 
       doc_id, 
       sum, 
       LEAD(sum) OVER(PARTITION BY doc_id ORDER BY id) AS ld, 
       LAG(sum) OVER(PARTITION BY doc_id ORDER BY id) AS lg
FROM transactions
</inject-highlight>",0,88.0,207,0,2000.0,,True,True,
151,NEW! SQL. ДЗ 6. Прирост начислений,2,0,"<h2>Дано</h2><p>Дана таблица <code>transactions</code>:</p><inject-highlight>+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
|  id  |  id_transaction  |  card_id  |  maincard_id  |  date  |  sum  |  type  |  employee  |  doc_id  |  cash_id  |  shop_id  |  doc_type  |  disc_id  |  disc_source  |
+------+------------------+-----------+---------------+--------+-------+--------+------------+----------+-----------+-----------+------------+-----------+---------------+
</inject-highlight><p>Описание полей: </p><ul><li><code>id</code> - идентификатор записи</li><li><code>id_transaction</code> - идентификатор транзакции</li><li><code>card_id</code> - номер карты</li><li><code>maincard_id</code> - номер мастер-карты</li><li><code>date</code> - дата и время траназакции</li><li><code>sum</code> - сумма транзакции</li><li><code>type</code> - тип транзакции</li><li><code>employee</code> - сотрудник</li><li><code>doc_id</code> - идентификатор чека</li><li><code>cash_id</code> - номер кассы</li><li><code>shop_id</code> - номер магазина</li><li><code>doc_type</code> - тип документа</li><li><code>disc_id</code> - идентификатор скидки</li><li><code>disc_source</code> - источник скидки</li></ul><h2>Задание</h2><p>Для каждого сотрудника посчитайте прирост суммарных начислений по сравнению с предыдущей транзакцией. Списания из расчета необходимо исключить. Если предыдущей транзакции нет, необходимо вывести NULL.</p><p><strong>Примечание:</strong> «Предыдущая» транзакция определяется по временному признаку.</p><p>Ответ должен содержать 6 полей: </p><ul><li><code>employee</code></li><li><code>id_transaction</code></li><li><code>dt</code> - дату и время</li><li><code>lg</code> - сумму накоплений в предыдущей транзакции</li><li><code>sm</code> - сумму накоплений в текущей транзакции</li><li><code>inc</code> - значение прироста</li></ul><p><strong>Важно:</strong> Прирост округлите до 2 знака после запятой.</p><p>Ответ должен быть упорядочен по сотрудникам и по дате-времени.</p>","<inject-highlight>SELECT employee, id_transaction, dt, lg, sm, ROUND((sm-lg)/lg::NUMERIC, 2) AS inc
FROM (
    SELECT employee, id_transaction, dt, lag(sm) OVER(PARTITION BY employee ORDER BY dt) AS lg, sm
    FROM (
        SELECT employee, id_transaction, SUM(sum) AS sm, MIN(date) AS dt
        FROM transactions
        WHERE type = 0
        GROUP BY employee, id_transaction
        ) t
    ) t2
ORDER BY employee, dt
</inject-highlight>",0,87.0,208,0,2000.0,,True,True,
